id,name,email,course,grade,gpa,enrollment_date,department,year
97383,Kristan Dicki,kristandicki@university.edu,CS,A,1.600000000000000088817841970012523233890533447265625,2024-02-14,Law,2
97384,Mrs. Anh Koepp,mrs.anhkoepp@university.edu,CS,A,1.5300000000000000266453525910037569701671600341796875,2024-02-18,Medicine,3
97385,Maryellen Veum,maryellenveum@university.edu,CS,A,2.839999999999999857891452847979962825775146484375,2026-07-18,Engineering,2
97386,Sebrina Anderson,sebrinaanderson@university.edu,History,A,2.70999999999999996447286321199499070644378662109375,2024-06-21,Arts,3
97387,Nannette Boyle,nannetteboyle@university.edu,CS,D,0.810000000000000053290705182007513940334320068359375,2025-07-04,Law,3
97388,Marya Rippin,maryarippin@university.edu,CS,A-,2.0099999999999997868371792719699442386627197265625,2026-03-11,Engineering,2
97389,Iola Gutmann,iolagutmann@university.edu,CS,B+,0.7600000000000000088817841970012523233890533447265625,2024-02-27,Law,2
97390,Sherril Schroeder,sherrilschroeder@university.edu,Physics,A-,3.660000000000000142108547152020037174224853515625,2026-03-15,Arts,3
97391,Kirby Wyman,kirbywyman@university.edu,CS,B,2.220000000000000195399252334027551114559173583984375,2025-05-21,Science,3
97392,Wanetta Bernhard,wanettabernhard@university.edu,Mathematics,A+,1.3300000000000000710542735760100185871124267578125,2026-06-11,Business,1
97393,Leonardo Dietrich I,leonardodietrichi@university.edu,Mathematics,F,3.859999999999999875655021241982467472553253173828125,2026-03-08,Engineering,4
97394,Troy Lockman,troylockman@university.edu,CS,B+,1.8400000000000000799360577730112709105014801025390625,2025-03-18,Engineering,1
97395,Elias Dare,eliasdare@university.edu,Biology,A-,0.460000000000000019984014443252817727625370025634765625,2023-06-09,Law,4
97396,Mrs. Armand Mante,mrs.armandmante@university.edu,History,D,2.6699999999999999289457264239899814128875732421875,2025-04-08,Science,2
97397,Ceola Little,ceolalittle@university.edu,English,A-,1.1599999999999999200639422269887290894985198974609375,2026-03-08,Science,4
97398,Jamal Pfeffer II,jamalpfefferii@university.edu,CS,F,2.839999999999999857891452847979962825775146484375,2023-02-15,Science,1
97399,Ok Simonis PhD,oksimonisphd@university.edu,Physics,B+,1.54000000000000003552713678800500929355621337890625,2025-04-06,Business,1
97400,Maris Brakus,marisbrakus@university.edu,Mathematics,C+,2.04999999999999982236431605997495353221893310546875,2022-10-27,Business,2
97401,Dr. Damion Wiegand,dr.damionwiegand@university.edu,English,D,2.8300000000000000710542735760100185871124267578125,2024-08-02,Law,4
97402,Risa Upton,risaupton@university.edu,History,B+,1.0300000000000000266453525910037569701671600341796875,2025-03-18,Science,1
97403,Kum Stracke,kumstracke@university.edu,Physics,C+,2.2599999999999997868371792719699442386627197265625,2026-08-28,Engineering,4
97404,William Stokes DVM,williamstokesdvm@university.edu,History,A-,2.850000000000000088817841970012523233890533447265625,2025-04-18,Science,4
97405,Desire Funk,desirefunk@university.edu,CS,C-,3.54999999999999982236431605997495353221893310546875,2025-09-27,Law,4
97406,Garth Schmidt,garthschmidt@university.edu,Mathematics,B,1.79000000000000003552713678800500929355621337890625,2023-08-02,Business,4
97407,Cassidy Grimes,cassidygrimes@university.edu,Chemistry,F,3.37999999999999989341858963598497211933135986328125,2026-05-05,Medicine,2
97408,Duncan Legros,duncanlegros@university.edu,Economics,B+,0.1700000000000000122124532708767219446599483489990234375,2024-05-01,Arts,1
97409,Asley Reichel IV,asleyreicheliv@university.edu,English,B,1.4299999999999999378275106209912337362766265869140625,2023-07-21,Arts,3
97410,Bonita Schumm,bonitaschumm@university.edu,Biology,C,3.600000000000000088817841970012523233890533447265625,2023-08-23,Law,1
97411,Erwin Reichel,erwinreichel@university.edu,History,D,3.529999999999999804600747665972448885440826416015625,2024-12-06,Science,3
97412,Ricky Willms,rickywillms@university.edu,History,B-,2.6699999999999999289457264239899814128875732421875,2023-08-29,Law,1
97413,Abraham Heathcote Sr.,abrahamheathcotesr.@university.edu,Physics,C-,2.62999999999999989341858963598497211933135986328125,2023-12-29,Medicine,1
97414,Will Rau,willrau@university.edu,CS,C-,3.520000000000000017763568394002504646778106689453125,2026-09-05,Engineering,1
97415,Hollis Runolfsson PhD,hollisrunolfssonphd@university.edu,History,C-,3.600000000000000088817841970012523233890533447265625,2023-06-18,Arts,1
97416,Mr. Bernita Bashirian,mr.bernitabashirian@university.edu,History,C,0.409999999999999975575093458246556110680103302001953125,2025-04-18,Business,4
97417,Hye Howe,hyehowe@university.edu,Physics,A,3.12000000000000010658141036401502788066864013671875,2026-06-09,Business,1
97418,Otelia McDermott,oteliamcdermott@university.edu,Mathematics,C,2.4900000000000002131628207280300557613372802734375,2026-09-15,Law,4
97419,Miss Paris Grant,missparisgrant@university.edu,Mathematics,C,1.2800000000000000266453525910037569701671600341796875,2026-01-29,Arts,4
97420,Aletha Schinner,alethaschinner@university.edu,Mathematics,D,0.08000000000000000166533453693773481063544750213623046875,2023-12-03,Medicine,3
97421,Ha Murphy,hamurphy@university.edu,Physics,C+,1.9199999999999999289457264239899814128875732421875,2024-10-05,Business,4
97422,Kimbra Zulauf III,kimbrazulaufiii@university.edu,CS,B-,0.81999999999999995115018691649311222136020660400390625,2025-01-09,Engineering,2
97423,Meghan Kuhic,meghankuhic@university.edu,Chemistry,F,2.180000000000000159872115546022541821002960205078125,2025-06-21,Business,4
97424,Tiara Streich V,tiarastreichv@university.edu,Chemistry,B-,0.79000000000000003552713678800500929355621337890625,2022-12-19,Arts,1
97425,Edgar Anderson,edgaranderson@university.edu,Economics,F,2.189999999999999946709294817992486059665679931640625,2022-12-16,Law,4
97426,Shantell Connelly II,shantellconnellyii@university.edu,Mathematics,C,2.660000000000000142108547152020037174224853515625,2024-02-26,Arts,2
97427,Domingo Ullrich,domingoullrich@university.edu,Biology,C,1.5100000000000000088817841970012523233890533447265625,2026-06-29,Science,3
97428,Glendora Mitchell DVM,glendoramitchelldvm@university.edu,Mathematics,C+,1.37999999999999989341858963598497211933135986328125,2023-05-23,Medicine,2
97429,Francisco Oberbrunner Sr.,franciscooberbrunnersr.@university.edu,English,B+,3.04000000000000003552713678800500929355621337890625,2023-09-01,Science,1
97430,Luke Brown,lukebrown@university.edu,CS,B-,3.100000000000000088817841970012523233890533447265625,2024-09-06,Arts,2
97431,Quentin Funk,quentinfunk@university.edu,Economics,B+,3.339999999999999857891452847979962825775146484375,2024-12-04,Science,3
97432,Mr. Bruno Rice,mr.brunorice@university.edu,CS,A,3.979999999999999982236431605997495353221893310546875,2026-05-15,Business,2
97433,Juliette Weber,julietteweber@university.edu,Biology,C,2.20000000000000017763568394002504646778106689453125,2022-09-24,Business,1
97434,Novella Denesik Jr.,novelladenesikjr.@university.edu,Biology,B-,3.029999999999999804600747665972448885440826416015625,2026-09-16,Law,1
97435,Lesia Maggio MD,lesiamaggiomd@university.edu,Biology,C,1.75,2026-03-24,Law,4
97436,Zachery McDermott,zacherymcdermott@university.edu,Physics,B,3.45000000000000017763568394002504646778106689453125,2025-12-26,Business,2
97437,Melva Daniel,melvadaniel@university.edu,Physics,A-,1.310000000000000053290705182007513940334320068359375,2024-05-07,Engineering,4
97438,Ivette Torp,ivettetorp@university.edu,CS,D,3.310000000000000053290705182007513940334320068359375,2024-11-03,Science,2
97439,Dr. Rick Parisian,dr.rickparisian@university.edu,Biology,B,3.560000000000000053290705182007513940334320068359375,2025-09-26,Business,2
97440,Cordia Cronin,cordiacronin@university.edu,History,A+,2.069999999999999840127884453977458178997039794921875,2023-11-23,Science,2
97441,Dr. Blaine Gottlieb,dr.blainegottlieb@university.edu,CS,B+,2.4199999999999999289457264239899814128875732421875,2025-09-03,Science,1
97442,Lizzie Kulas V,lizziekulasv@university.edu,Physics,C,2.069999999999999840127884453977458178997039794921875,2024-12-16,Business,4
97443,Jackie Ortiz,jackieortiz@university.edu,Mathematics,A+,0.11000000000000000055511151231257827021181583404541015625,2024-12-15,Business,3
97444,Elvis Conn III,elvisconniii@university.edu,CS,D,1.6399999999999999023003738329862244427204132080078125,2025-03-12,Law,2
97445,Vernia Pfannerstill PhD,verniapfannerstillphd@university.edu,Chemistry,F,0.810000000000000053290705182007513940334320068359375,2024-02-09,Science,4
97446,Myles Funk,mylesfunk@university.edu,History,F,0.689999999999999946709294817992486059665679931640625,2025-09-03,Engineering,4
97447,Suzie O'Reilly,suzieoreilly@university.edu,History,B-,1.350000000000000088817841970012523233890533447265625,2025-11-30,Law,1
97448,Eusebio Koelpin,eusebiokoelpin@university.edu,Mathematics,C+,1.0500000000000000444089209850062616169452667236328125,2024-08-23,Medicine,4
97449,Maisie Marquardt,maisiemarquardt@university.edu,Physics,C+,1.5900000000000000799360577730112709105014801025390625,2023-12-16,Science,2
97450,Vernon Auer,vernonauer@university.edu,English,A-,3.6699999999999999289457264239899814128875732421875,2025-11-23,Science,1
97451,Nguyet Dickinson,nguyetdickinson@university.edu,Chemistry,F,2.160000000000000142108547152020037174224853515625,2025-04-29,Business,4
97452,Armida O'Reilly,armidaoreilly@university.edu,English,A,2.62999999999999989341858963598497211933135986328125,2024-07-23,Arts,2
97453,Elmer Dickinson,elmerdickinson@university.edu,Physics,C,0.979999999999999982236431605997495353221893310546875,2024-09-14,Science,1
97454,Vernie Pfannerstill,verniepfannerstill@university.edu,Economics,D,1.270000000000000017763568394002504646778106689453125,2023-01-27,Arts,2
97455,Quinton Leannon,quintonleannon@university.edu,Chemistry,C+,0.79000000000000003552713678800500929355621337890625,2024-02-17,Medicine,3
97456,Dr. Blanca Waters,dr.blancawaters@university.edu,Mathematics,A,1.0100000000000000088817841970012523233890533447265625,2026-04-19,Science,3
97457,Kieth Blick IV,kiethblickiv@university.edu,Economics,A-,0.85999999999999998667732370449812151491641998291015625,2023-01-15,Arts,1
97458,Nathanael Predovic,nathanaelpredovic@university.edu,Physics,B+,1.6599999999999999200639422269887290894985198974609375,2025-01-23,Business,4
97459,Ms. Moshe Hartmann,ms.moshehartmann@university.edu,Chemistry,A-,2.029999999999999804600747665972448885440826416015625,2023-01-06,Engineering,1
97460,Quincy Botsford,quincybotsford@university.edu,CS,A+,3.399999999999999911182158029987476766109466552734375,2023-03-02,Science,3
97461,Mrs. Rosalina Larson,mrs.rosalinalarson@university.edu,Mathematics,B+,2.1699999999999999289457264239899814128875732421875,2023-10-21,Business,4
97462,Mr. Ligia Schowalter,mr.ligiaschowalter@university.edu,CS,A+,2.029999999999999804600747665972448885440826416015625,2024-08-08,Engineering,4
97463,Joshua Legros,joshualegros@university.edu,Chemistry,B+,1.9299999999999999378275106209912337362766265869140625,2024-04-23,Arts,4
97464,Carlita Daugherty,carlitadaugherty@university.edu,English,C+,0.85999999999999998667732370449812151491641998291015625,2024-12-10,Medicine,1
97465,Jarod Deckow,jaroddeckow@university.edu,Biology,A,1.2199999999999999733546474089962430298328399658203125,2024-02-09,Business,2
97466,Mora Waters,morawaters@university.edu,History,C,3.569999999999999840127884453977458178997039794921875,2022-10-25,Medicine,2
97467,Nidia Ledner,nidialedner@university.edu,History,C-,1.5100000000000000088817841970012523233890533447265625,2024-04-03,Engineering,4
97468,Miss Willie Doyle,misswilliedoyle@university.edu,Biology,C+,1.87000000000000010658141036401502788066864013671875,2024-08-20,Medicine,2
97469,Letha Braun,lethabraun@university.edu,Economics,C,0.0299999999999999988897769753748434595763683319091796875,2025-09-16,Medicine,2
97470,Trenton Hamill,trentonhamill@university.edu,Economics,C,0.460000000000000019984014443252817727625370025634765625,2023-03-21,Engineering,3
97471,Carol Macejkovic,carolmacejkovic@university.edu,Biology,B-,2.069999999999999840127884453977458178997039794921875,2024-12-09,Science,4
97472,Bibi Nicolas,bibinicolas@university.edu,CS,C+,1.8200000000000000621724893790087662637233734130859375,2023-10-19,Law,2
97473,Lonny DuBuque MD,lonnydubuquemd@university.edu,Physics,A,1.5900000000000000799360577730112709105014801025390625,2025-01-12,Medicine,2
97474,Emily Waelchi,emilywaelchi@university.edu,CS,C,2.569999999999999840127884453977458178997039794921875,2024-10-17,Science,1
97475,Russel Bode,russelbode@university.edu,Physics,B,3.520000000000000017763568394002504646778106689453125,2026-05-08,Law,1
97476,Logan Hartmann V,loganhartmannv@university.edu,Physics,A+,0.0200000000000000004163336342344337026588618755340576171875,2023-01-12,Business,1
97477,Aleisha Kerluke,aleishakerluke@university.edu,Chemistry,C-,0.82999999999999996003197111349436454474925994873046875,2023-12-07,Arts,1
97478,Josef Bins,josefbins@university.edu,History,B,1.5800000000000000710542735760100185871124267578125,2024-07-31,Arts,2
97479,Shakira Hirthe,shakirahirthe@university.edu,Biology,B+,1.62000000000000010658141036401502788066864013671875,2023-04-25,Medicine,4
97480,Jamison Collier,jamisoncollier@university.edu,Biology,D,0.309999999999999997779553950749686919152736663818359375,2025-10-12,Law,3
97481,Marylynn Christiansen,marylynnchristiansen@university.edu,Economics,F,3.9199999999999999289457264239899814128875732421875,2024-11-14,Arts,4
97482,Frank Homenick,frankhomenick@university.edu,CS,D,2.0099999999999997868371792719699442386627197265625,2024-11-08,Science,1
97483,Georgine Volkman,georginevolkman@university.edu,CS,A,3.87999999999999989341858963598497211933135986328125,2024-10-09,Business,1
97484,Nannie Senger,nanniesenger@university.edu,CS,D,2.890000000000000124344978758017532527446746826171875,2026-02-18,Engineering,2
97485,Bailey Hane,baileyhane@university.edu,Physics,F,2.1699999999999999289457264239899814128875732421875,2022-11-25,Law,1
97486,Genevieve Cole,genevievecole@university.edu,Biology,C+,2.0099999999999997868371792719699442386627197265625,2024-10-20,Science,2
97487,Rigoberto Fritsch DVM,rigobertofritschdvm@university.edu,History,A+,1.62000000000000010658141036401502788066864013671875,2024-10-28,Engineering,2
97488,Zaida Wisoky,zaidawisoky@university.edu,CS,B+,1.4299999999999999378275106209912337362766265869140625,2023-09-07,Business,1
97489,Wayne Spinka,waynespinka@university.edu,History,B+,0.56999999999999995115018691649311222136020660400390625,2026-04-04,Business,3
97490,Anneliese Kutch V,anneliesekutchv@university.edu,Economics,D,1.729999999999999982236431605997495353221893310546875,2023-04-29,Arts,1
97491,Aurelio Pacocha,aureliopacocha@university.edu,Physics,C-,0.1000000000000000055511151231257827021181583404541015625,2023-07-21,Medicine,2
97492,Efren Powlowski,efrenpowlowski@university.edu,History,B,2.220000000000000195399252334027551114559173583984375,2023-04-12,Law,3
97493,Mr. Gena Walter,mr.genawalter@university.edu,Biology,F,1.1599999999999999200639422269887290894985198974609375,2026-03-27,Arts,4
97494,Elliott Boyer II,elliottboyerii@university.edu,Economics,A,2.810000000000000053290705182007513940334320068359375,2025-12-15,Business,2
97495,Madelaine Zieme,madelainezieme@university.edu,Physics,D,3.339999999999999857891452847979962825775146484375,2025-12-17,Engineering,2
97496,Olin Boehm III,olinboehmiii@university.edu,Economics,C-,3.12000000000000010658141036401502788066864013671875,2024-03-07,Arts,1
97497,Miss Shaina Rau,missshainarau@university.edu,Mathematics,B-,0.7600000000000000088817841970012523233890533447265625,2025-05-08,Business,4
97498,Myles Rowe,mylesrowe@university.edu,Biology,B-,3.45000000000000017763568394002504646778106689453125,2025-08-22,Arts,1
97499,Miss Andreas Langosh,missandreaslangosh@university.edu,Mathematics,F,0.88000000000000000444089209850062616169452667236328125,2025-03-14,Science,1
97500,Hobert Collins,hobertcollins@university.edu,English,A+,1.5900000000000000799360577730112709105014801025390625,2024-05-17,Business,3
